# Time	Ca_c	IP3	Ca_s	s9	TimeT	Ca_B	s10	s8	s5	s11	s7	s13	
0	117.2	0	2.83e+06	0	0	3870	0	0	0	0	0	0	
3.33333e-13	117.2	0	2.83e+06	1.92434e-10	3.33333e-13	3870	8.17084e-10	0	0	-1e-09	0	-3.33333e-13	
6.66667e-13	117.2	1.45519e-27	2.83e+06	3.84868e-10	6.66667e-13	3870	1.63417e-09	4.85064e-40	0	-2e-09	-1.45519e-27	-6.66667e-13	
3.334e-09	117.2	1.45534e-23	2.83e+06	1.92472e-06	3.334e-09	3870	8.17246e-06	2.42578e-32	0	-1.0002e-05	-1.45534e-23	-3.334e-09	
6.66733e-09	117.199	2.18293e-23	2.83e+06	3.84905e-06	6.66733e-09	3870	1.63433e-05	8.48955e-32	0	-2.0002e-05	-2.18293e-23	-6.66733e-09	
1.00007e-08	117.199	2.91053e-23	2.83e+06	5.77338e-06	1.00007e-08	3870	2.45141e-05	1.69786e-31	0	-3.0002e-05	-2.91053e-23	-1.00007e-08	
4.3334e-08	117.196	-4.31705e-22	2.83e+06	2.50164e-05	4.3334e-08	3870	0.000106221	-5.05806e-30	0	-0.000130002	4.31705e-22	-4.3334e-08	
7.66673e-08	117.192	2.06637e-21	2.83e+06	4.42591e-05	7.66673e-08	3870.01	0.000187926	1.39673e-29	0	-0.000230002	-2.06637e-21	-7.66673e-08	
1.10001e-07	117.189	7.97203e-21	2.83e+06	6.35013e-05	1.10001e-07	3870.01	0.00026963	1.71808e-28	0	-0.000330002	-7.97203e-21	-1.10001e-07	
1.43334e-07	117.186	1.87768e-20	2.83e+06	8.27431e-05	1.43334e-07	3870.01	0.000351332	6.04014e-28	0	-0.000430002	-1.87768e-20	-1.43334e-07	
4.76667e-07	117.152	7.82995e-19	2.83e+06	0.000275138	4.76667e-07	3870.05	0.00116826	9.41525e-26	0	-0.00143	-7.82995e-19	-4.76667e-07	
8.10001e-07	117.119	3.62155e-18	2.83e+06	0.000467492	8.10001e-07	3870.08	0.00198501	7.50535e-25	0	-0.00243	-3.62155e-18	-8.10001e-07	
1.14333e-06	117.086	1.00428e-17	2.83e+06	0.000659805	1.14333e-06	3870.11	0.0028016	2.90746e-24	0	-0.00343	-1.00428e-17	-1.14333e-06	
1.47667e-06	117.053	2.15451e-17	2.83e+06	0.000852076	1.47667e-06	3870.15	0.00361801	8.01016e-24	0	-0.00443	-2.15451e-17	-1.47667e-06	
1.81e-06	117.02	3.96091e-17	2.83e+06	0.00104431	1.81e-06	3870.18	0.00443426	1.79997e-23	0	-0.00543	-3.96091e-17	-1.81e-06	
5.14333e-06	116.693	9.06358e-16	2.83e+06	0.00296435	5.14333e-06	3870.51	0.0125875	1.16578e-21	0	-0.01543	-9.06359e-16	-5.14333e-06	
8.47667e-06	116.372	4.05896e-15	2.83e+06	0.00488035	8.47667e-06	3870.83	0.0207242	8.60049e-21	0	-0.02543	-4.05897e-15	-8.47667e-06	
1.181e-05	116.058	1.09774e-14	2.83e+06	0.00679237	1.181e-05	3871.14	0.0288446	3.24095e-20	0	-0.03543	-1.09775e-14	-1.181e-05	
1.51433e-05	115.75	2.31416e-14	2.83e+06	0.00870049	1.51433e-05	3871.45	0.036949	8.76119e-20	0	-0.04543	-2.31417e-14	-1.51433e-05	
1.84767e-05	115.449	4.2031e-14	2.83e+06	0.0106048	1.84767e-05	3871.75	0.0450378	1.94159e-19	0	-0.05543	-4.20312e-14	-1.84767e-05	
4.20735e-05	113.476	4.95993e-13	2.83e+06	0.0239812	4.20735e-05	3873.72	0.101875	5.21798e-18	0	-0.126221	-4.95998e-13	-4.20735e-05	
6.56704e-05	111.763	1.88494e-12	2.83e+06	0.0371909	6.56704e-05	3875.43	0.158035	3.09563e-17	0	-0.197011	-1.88497e-12	-6.56704e-05	
8.92672e-05	110.276	4.73158e-12	2.83e+06	0.0502538	8.92672e-05	3876.92	0.213604	1.05641e-16	0	-0.267802	-4.73169e-12	-8.92672e-05	
0.000112864	108.984	9.55738e-12	2.83e+06	0.0631878	0.000112864	3878.22	0.268655	2.69825e-16	0	-0.338592	-9.55765e-12	-0.000112864	
0.000136461	107.863	1.68826e-11	2.83e+06	0.0760085	0.000136461	3879.34	0.323254	5.76349e-16	0	-0.409383	-1.68831e-11	-0.000136461	
0.000160058	106.89	2.72261e-11	2.83e+06	0.0887299	0.000160058	3880.32	0.377458	1.09032e-15	0	-0.480173	-2.72272e-11	-0.000160058	
0.000193102	105.738	4.77702e-11	2.83e+06	0.106401	0.000193102	3881.47	0.452797	2.30838e-15	0	-0.579307	-4.77725e-11	-0.000193102	
0.000226147	104.793	7.66666e-11	2.83e+06	0.123931	0.000226147	3882.42	0.527578	4.33943e-15	0	-0.678442	-7.66709e-11	-0.000226147	
0.000259192	104.018	1.15328e-10	2.83e+06	0.141343	0.000259192	3883.21	0.601899	7.4828e-15	0	-0.777576	-1.15336e-10	-0.000259192	
0.000292237	103.382	1.65164e-10	2.83e+06	0.158659	0.000292237	3883.85	0.675842	1.20845e-14	0	-0.87671	-1.65176e-10	-0.000292237	
0.000325281	102.86	2.27576e-10	2.83e+06	0.175895	0.000325281	3884.38	0.749474	1.85369e-14	0	-0.975844	-2.27595e-10	-0.000325281	
0.000358326	102.432	3.03965e-10	2.83e+06	0.193064	0.000358326	3884.82	0.822849	2.72788e-14	0	-1.07498	-3.03993e-10	-0.000358326	
0.000406515	101.941	4.43297e-10	2.83e+06	0.218009	0.000406515	3885.32	0.929486	4.5144e-14	0	-1.21955	-4.43342e-10	-0.000406515	
0.000454705	101.574	6.19623e-10	2.83e+06	0.242866	0.000454705	3885.7	1.03579	7.05976e-14	0	-1.36411	-6.19693e-10	-0.000454705	
0.000502894	101.298	8.37228e-10	2.83e+06	0.267657	0.000502894	3885.99	1.14183	1.05526e-13	0	-1.50868	-8.37334e-10	-0.000502894	
0.000551084	101.092	1.10038e-09	2.83e+06	0.292399	0.000551084	3886.21	1.24769	1.5202e-13	0	-1.65325	-1.10053e-09	-0.000551084	
0.000599273	100.938	1.41332e-09	2.83e+06	0.317105	0.000599273	3886.38	1.3534	2.12379e-13	0	-1.79782	-1.41353e-09	-0.000599273	
0.000647463	100.822	1.78027e-09	2.83e+06	0.341782	0.000647463	3886.51	1.45901	2.89102e-13	0	-1.94239	-1.78056e-09	-0.000647463	
0.000705935	100.72	2.30409e-09	2.83e+06	0.371698	0.000705935	3886.62	1.58704	4.08077e-13	0	-2.1178	-2.3045e-09	-0.000705935	
0.000764407	100.648	2.9211e-09	2.83e+06	0.401592	0.000764407	3886.71	1.71499	5.60368e-13	0	-2.29322	-2.92166e-09	-0.000764407	
0.000822879	100.598	3.6387e-09	2.83e+06	0.431471	0.000822879	3886.78	1.84289	7.51642e-13	0	-2.46864	-3.63945e-09	-0.000822879	
0.000881351	100.562	4.46428e-09	2.83e+06	0.461339	0.000881351	3886.83	1.97074	9.87997e-13	0	-2.64405	-4.46527e-09	-0.000881351	
0.000939823	100.537	5.40518e-09	2.83e+06	0.4912	0.000939823	3886.88	2.09856	1.27596e-12	0	-2.81947	-5.40646e-09	-0.000939823	
0.000998295	100.52	6.46869e-09	2.83e+06	0.521055	0.000998295	3886.91	2.22637	1.62249e-12	0	-2.99488	-6.47032e-09	-0.000998295	
0.00106681	100.506	7.88063e-09	2.83e+06	0.556034	0.00106681	3886.95	2.3761	2.11301e-12	0	-3.20043	-7.88275e-09	-0.00106681	
0.00113532	100.497	9.48246e-09	2.83e+06	0.591009	0.00113532	3886.98	2.52583	2.70671e-12	0	-3.40597	-9.48517e-09	-0.00113532	
0.00120384	100.492	1.12857e-08	2.83e+06	0.625982	0.00120384	3887	2.67554	3.41699e-12	0	-3.61152	-1.12891e-08	-0.00120384	
0.00127235	100.488	1.33018e-08	2.83e+06	0.660954	0.00127235	3887.03	2.82525	4.25805e-12	0	-3.81706	-1.3306e-08	-0.00127235	
0.00134087	100.486	1.5542e-08	2.83e+06	0.695925	0.00134087	3887.05	2.97496	5.24485e-12	0	-4.02261	-1.55472e-08	-0.00134087	
0.00142894	100.484	1.8769e-08	2.83e+06	0.740876	0.00142894	3887.08	3.16739	6.75282e-12	0	-4.28681	-1.87757e-08	-0.00142894	
0.00151701	100.484	2.24087e-08	2.83e+06	0.785826	0.00151701	3887.11	3.35982	8.56302e-12	0	-4.55102	-2.24173e-08	-0.00151701	
0.00160507	100.484	2.64848e-08	2.83e+06	0.830776	0.00160507	3887.13	3.55225	1.07128e-11	0	-4.81522	-2.64955e-08	-0.00160507	
0.00169314	100.484	3.10205e-08	2.83e+06	0.875726	0.00169314	3887.16	3.74467	1.32416e-11	0	-5.07943	-3.10338e-08	-0.00169314	
0.00178503	100.484	3.62678e-08	2.83e+06	0.922625	0.00178503	3887.19	3.94544	1.6329e-11	0	-5.35509	-3.62842e-08	-0.00178503	
0.00187692	100.485	4.20667e-08	2.83e+06	0.969524	0.00187692	3887.21	4.14621	1.99237e-11	0	-5.63075	-4.20867e-08	-0.00187692	
0.0019688	100.485	4.8443e-08	2.83e+06	1.01642	0.0019688	3887.24	4.34698	2.40776e-11	0	-5.9064	-4.84671e-08	-0.0019688	
0.00206069	100.486	5.54221e-08	2.83e+06	1.06332	0.00206069	3887.27	4.54776	2.88449e-11	0	-6.18206	-5.5451e-08	-0.00206069	
0.00215257	100.487	6.30295e-08	2.83e+06	1.11022	0.00215257	3887.29	4.74853	3.42821e-11	0	-6.45772	-6.30638e-08	-0.00215257	
0.00224446	100.487	7.12902e-08	2.83e+06	1.15712	0.00224446	3887.32	4.9493	4.04482e-11	0	-6.73338	-7.13306e-08	-0.00224446	
0.00233635	100.488	8.0229e-08	2.83e+06	1.20402	0.00233635	3887.35	5.15008	4.74042e-11	0	-7.00904	-8.02764e-08	-0.00233635	
0.00242823	100.489	8.98706e-08	2.83e+06	1.25092	0.00242823	3887.38	5.35086	5.52137e-11	0	-7.2847	-8.99258e-08	-0.00242823	
0.00260199	100.49	1.1011e-07	2.83e+06	1.33961	0.00260199	3887.43	5.73052	7.25498e-11	0	-7.80596	-1.10182e-07	-0.00260199	
0.00277574	100.492	1.33111e-07	2.83e+06	1.4283	0.00277574	3887.48	6.11019	9.36401e-11	0	-8.32722	-1.33205e-07	-0.00277574	
0.00294949	100.493	1.59035e-07	2.83e+06	1.51699	0.00294949	3887.53	6.48987	1.18979e-10	0	-8.84848	-1.59154e-07	-0.00294949	
0.00312325	100.494	1.88039e-07	2.83e+06	1.60568	0.00312325	3887.58	6.86955	1.49087e-10	0	-9.36975	-1.88188e-07	-0.00312325	
0.00356413	100.498	2.76495e-07	2.83e+06	1.83074	0.00356413	3887.71	7.83296	2.5068e-10	0	-10.6924	-2.76745e-07	-0.00356413	
0.00367435	100.499	3.02149e-07	2.83e+06	1.887	0.00367435	3887.74	8.07381	2.82556e-10	0	-11.0231	-3.02432e-07	-0.00367435	
0.00378457	100.499	3.29295e-07	2.83e+06	1.94326	0.00378457	3887.78	8.31467	3.17341e-10	0	-11.3537	-3.29613e-07	-0.00378457	
0.0038948	100.5	3.57969e-07	2.83e+06	1.99953	0.0038948	3887.81	8.55553	3.55203e-10	0	-11.6844	-3.58325e-07	-0.0038948	
